respondent_id,department,satisfaction,tenure_years,would_recommend,seat_count,comment
R00487,Engineering,Satisfied,6.4,False,24,Works well for our team
R00488,Sales,Neutral,2.1,True,33,Works well for our team
R00489,Finance,Satisfied,3.7,False,16,Love the export options
R00490,Finance,Dissatisfied,1.3,True,19,
R00491,Finance,Satisfied,1.5,True,34,Too slow on large files
R00492,Sales,Satisfied,3.2,False,31,Works well for our team
R00493,Sales,Very satisfied,1.7,False,35,Onboarding was confusing
R00494,Engineering,Satisfied,3.5,False,33,
R00495,Finance,Satisfied,4.5,True,36,Love the export options
R00496,Support,Dissatisfied,4.2,True,8,Onboarding was confusing
R00497,Finance,Satisfied,1.5,False,22,Too slow on large files
R00498,Sales,Very dissatisfied,2.2,True,9,Needs better reporting
R00499,Design,Very satisfied,1.2,True,23,Love the export options
R00500,Support,Dissatisfied,1.8,False,1,
R00501,Support,Dissatisfied,1.4,True,30,
R00502,Finance,Neutral,2.9,True,28,
R00503,Engineering,Very satisfied,1.8,True,13,
R00504,Support,Dissatisfied,2.6,True,2,Works well for our team
R00505,Design,Neutral,0.9,True,36,
R00506,Operations,Neutral,2.3,True,28,
R00507,Finance,Satisfied,6.3,True,27,Too slow on large files
R00508,Operations,Very satisfied,0.5,True,37,Too slow on large files
R00509,Operations,Neutral,3.0,True,22,Works well for our team
R00510,Operations,Neutral,2.1,False,24,Needs better reporting
R00511,Engineering,Satisfied,6.0,True,23,
R00512,Engineering,Very satisfied,1.5,True,17,Needs better reporting
R00513,Design,Very satisfied,,True,35,Works well for our team
R00514,Engineering,Satisfied,3.5,True,2,Too slow on large files
R00515,Design,Satisfied,3.8,False,21,Onboarding was confusing
R00516,Engineering,Satisfied,6.5,False,1,Needs better reporting
R00517,Engineering,Dissatisfied,4.9,False,33,Works well for our team
R00518,Support,Neutral,2.4,True,18,
R00519,Support,Neutral,4.2,True,5,Needs better reporting
R00520,Engineering,Neutral,2.1,True,11,Too slow on large files
R00521,Engineering,Satisfied,3.4,False,38,Needs better reporting
R00522,Engineering,Very satisfied,7.6,True,28,
R00523,Sales,Satisfied,1.3,True,24,Needs better reporting
R00524,Engineering,Very satisfied,1.2,True,10,Love the export options
R00525,Engineering,Very satisfied,7.0,True,12,Too slow on large files
R00526,Support,Satisfied,2.9,True,26,
R00527,Finance,Satisfied,2.8,True,10,Love the export options
R00528,Support,Very dissatisfied,2.0,False,32,Needs better reporting
R00529,Sales,Satisfied,3.7,True,5,
R00530,Finance,Satisfied,10.8,True,35,
R00531,Sales,Neutral,4.5,False,5,Works well for our team
R00532,Support,Neutral,7.6,True,39,Works well for our team
R00533,Operations,Neutral,1.4,True,24,Needs better reporting
R00534,Sales,Dissatisfied,5.2,False,3,
R00535,Engineering,Satisfied,1.5,False,35,
R00536,Engineering,Very satisfied,4.1,True,14,Onboarding was confusing
R00537,Sales,Satisfied,3.1,True,39,
R00538,Sales,Very satisfied,3.6,True,15,
R00539,Sales,Very satisfied,3.8,True,28,Onboarding was confusing
R00540,Engineering,Neutral,1.4,True,3,Love the export options
R00541,Sales,Satisfied,6.2,True,6,Works well for our team
R00542,Design,Very satisfied,0.1,True,9,Needs better reporting
R00543,Engineering,Neutral,3.9,False,30,Works well for our team
R00544,Sales,Very dissatisfied,2.5,True,34,
R00545,Design,Neutral,2.3,True,17,
R00546,Sales,Very satisfied,0.7,True,3,Onboarding was confusing
R00547,Support,Neutral,1.8,True,31,Onboarding was confusing
R00548,Support,Dissatisfied,5.4,True,35,Needs better reporting
R00549,Operations,Satisfied,4.0,False,17,Works well for our team
R00550,Sales,Satisfied,2.0,True,26,Onboarding was confusing
R00551,Sales,Very satisfied,4.7,True,32,Needs better reporting
R00552,Sales,Dissatisfied,0.8,True,17,Too slow on large files
R00553,Engineering,Satisfied,6.2,True,2,
R00554,Support,Very dissatisfied,3.0,False,7,
R00555,Operations,Satisfied,10.7,True,32,Love the export options
R00556,Finance,Satisfied,0.5,True,16,Love the export options
R00557,Operations,Dissatisfied,1.3,True,17,Love the export options
R00558,Engineering,Neutral,1.7,False,28,
R00559,Sales,Satisfied,6.2,False,35,Love the export options
R00560,Engineering,Very satisfied,5.2,True,36,Onboarding was confusing
R00561,Finance,Satisfied,5.2,False,9,Onboarding was confusing
R00562,Sales,Dissatisfied,2.3,False,33,Love the export options
R00563,Design,Satisfied,1.4,True,10,Love the export options
R00564,Design,Satisfied,11.8,True,14,Love the export options
R00565,Design,Very satisfied,0.7,False,20,Too slow on large files
R00566,Operations,Dissatisfied,5.5,True,5,Love the export options
R00567,Sales,Dissatisfied,4.0,True,1,
R00568,Sales,Neutral,,True,16,Love the export options
R00569,Design,Satisfied,,True,6,Onboarding was confusing
R00570,Engineering,Satisfied,2.8,True,37,
R00571,Sales,Neutral,6.0,True,25,Too slow on large files
R00572,Engineering,Dissatisfied,4.5,False,29,Works well for our team
R00573,Design,Very satisfied,9.2,False,16,
R00574,Support,Neutral,3.4,True,25,
R00575,Engineering,Very satisfied,1.4,True,24,
R00576,Finance,Very satisfied,2.8,False,6,
R00577,Engineering,Satisfied,2.8,True,27,Love the export options
R00578,Engineering,Very satisfied,3.2,True,27,Onboarding was confusing
R00579,Sales,Very dissatisfied,3.4,False,8,Works well for our team
R00580,Operations,Satisfied,6.7,True,19,Too slow on large files
R00581,Finance,Neutral,6.8,True,13,Love the export options
R00582,Sales,Very dissatisfied,4.3,True,5,Works well for our team
R00583,Finance,Satisfied,3.3,True,9,Works well for our team
R00584,Sales,Dissatisfied,1.7,True,14,
R00585,Operations,Neutral,1.4,True,35,
R00586,Support,Dissatisfied,4.6,False,39,Onboarding was confusing
R00587,Support,Dissatisfied,4.8,True,26,
R00588,Finance,Very satisfied,4.5,True,5,Onboarding was confusing
R00589,Sales,Satisfied,1.5,True,13,Needs better reporting
R00590,Operations,Dissatisfied,,True,2,
R00591,Operations,Dissatisfied,7.7,False,13,Too slow on large files
R00592,Sales,Satisfied,0.5,False,27,Works well for our team
R00593,Engineering,Satisfied,8.1,True,12,Needs better reporting
R00594,Support,Satisfied,2.7,True,15,
R00595,Design,Very satisfied,1.0,True,17,Works well for our team
R00596,Sales,Neutral,4.7,True,6,Love the export options
R00597,Design,Very satisfied,1.3,True,31,
R00598,Support,Dissatisfied,0.8,True,17,Works well for our team
R00599,Engineering,Very satisfied,2.7,True,13,Needs better reporting
R00600,Sales,Neutral,4.2,True,27,Love the export options
R00601,Sales,Satisfied,6.2,True,33,
R00602,Engineering,Satisfied,1.8,False,4,
R00603,Finance,Neutral,4.0,False,8,Too slow on large files
R00604,Engineering,Satisfied,6.3,True,39,
R00605,Sales,Very satisfied,1.3,True,20,Works well for our team
R00606,Engineering,Very satisfied,8.2,False,26,Needs better reporting
R00607,Support,Satisfied,4.3,True,33,
R00608,Operations,Neutral,4.4,True,37,Works well for our team
R00609,Operations,Very satisfied,3.3,True,13,
R00610,Engineering,Very satisfied,2.6,True,36,Too slow on large files
R00611,Support,Dissatisfied,2.9,True,38,Too slow on large files
R00612,Operations,Very satisfied,3.7,False,21,Works well for our team
R00613,Operations,Dissatisfied,2.3,True,37,
R00614,Operations,Dissatisfied,0.9,True,1,Needs better reporting
R00615,Engineering,Very satisfied,2.4,False,9,Works well for our team
R00616,Engineering,Satisfied,5.8,True,14,Love the export options
R00617,Sales,Satisfied,,True,24,
R00618,Finance,Neutral,6.4,False,39,Needs better reporting
R00619,Engineering,Very satisfied,2.5,True,19,Love the export options
R00620,Design,Dissatisfied,4.1,False,13,
R00621,Support,Neutral,9.8,False,13,Works well for our team
R00622,Operations,Neutral,5.4,True,17,
R00623,Operations,Very satisfied,3.2,False,29,Love the export options
R00624,Engineering,Very dissatisfied,5.8,True,8,
R00625,Finance,Satisfied,6.8,True,27,Works well for our team
R00626,Sales,Satisfied,4.8,True,27,Works well for our team
R00627,Sales,Very satisfied,6.5,True,3,
R00628,Support,Dissatisfied,3.7,False,18,Needs better reporting
R00629,Finance,Satisfied,0.5,True,28,
R00630,Support,Very dissatisfied,5.6,False,10,Needs better reporting
R00631,Support,Neutral,4.7,False,31,Love the export options
R00632,Finance,Satisfied,2.3,True,24,Works well for our team
R00633,Operations,Satisfied,1.6,True,29,Needs better reporting
R00634,Sales,Satisfied,1.8,True,36,Love the export options
R00635,Support,Satisfied,2.9,True,29,Love the export options
R00636,Support,Satisfied,0.4,True,38,Love the export options
R00637,Engineering,Satisfied,5.0,False,24,Works well for our team
R00638,Support,Very satisfied,,True,9,Love the export options
R00639,Engineering,Neutral,0.8,False,30,Too slow on large files
R00640,Engineering,Neutral,2.6,True,26,Needs better reporting
R00641,Sales,Very satisfied,,True,13,Love the export options
R00642,Support,Neutral,0.9,True,37,Too slow on large files
R00643,Operations,Satisfied,3.0,False,5,Needs better reporting
R00644,Engineering,Satisfied,6.5,True,14,Too slow on large files
R00645,Design,Neutral,4.7,True,1,Works well for our team
R00646,Sales,Neutral,0.6,True,19,Needs better reporting
R00647,Operations,Neutral,5.5,True,19,Onboarding was confusing
R00648,Engineering,Satisfied,5.1,True,14,Needs better reporting
R00649,Sales,Very dissatisfied,0.5,True,5,Works well for our team
R00650,Engineering,Satisfied,5.6,False,36,
R00651,Support,Very satisfied,3.3,True,5,Works well for our team
R00652,Operations,Neutral,4.9,False,38,Onboarding was confusing
R00653,Engineering,Neutral,1.7,False,33,Love the export options
R00654,Sales,Satisfied,0.7,True,5,Love the export options
R00655,Engineering,Dissatisfied,1.8,True,26,
R00656,Operations,Very satisfied,9.6,False,32,
R00657,Support,Neutral,3.3,False,25,Works well for our team
R00658,Sales,Satisfied,5.7,True,6,
R00659,Engineering,Very satisfied,3.7,True,24,Works well for our team
R00660,Support,Very dissatisfied,1.0,True,1,Works well for our team
R00661,Sales,Very satisfied,7.7,True,21,Too slow on large files
R00662,Operations,Neutral,2.4,False,9,Needs better reporting
R00663,Sales,Satisfied,0.5,True,15,
R00664,Sales,Satisfied,4.8,True,17,
R00665,Finance,Neutral,2.8,False,17,Works well for our team
R00666,Finance,Very satisfied,2.4,False,19,Love the export options
R00667,Design,Very satisfied,2.0,True,17,Works well for our team
R00668,Design,Satisfied,1.9,False,11,Too slow on large files
R00669,Operations,Neutral,3.6,True,32,Works well for our team
R00670,Engineering,Very satisfied,1.5,True,16,
R00671,Finance,Neutral,6.5,True,35,
R00672,Support,Dissatisfied,1.8,False,14,
R00673,Design,Very satisfied,2.5,True,10,Works well for our team
R00674,Sales,Very satisfied,2.2,True,11,Too slow on large files
R00675,Sales,Dissatisfied,,True,22,Too slow on large files
R00676,Finance,Satisfied,6.1,True,17,Works well for our team
R00677,Support,Satisfied,2.3,False,31,Works well for our team
R00678,Finance,Dissatisfied,4.6,False,33,Onboarding was confusing
R00679,Support,Very satisfied,3.7,False,31,Too slow on large files
R00680,Design,Neutral,2.3,True,9,
R00681,Sales,Neutral,3.3,True,29,Works well for our team
R00682,Engineering,Neutral,6.5,True,7,Needs better reporting
R00683,Engineering,Very satisfied,2.8,True,39,
R00684,Support,Satisfied,,True,8,Needs better reporting
R00685,Sales,Neutral,5.5,True,39,Too slow on large files
R00686,Support,Dissatisfied,1.7,False,27,
R00687,Support,Very satisfied,1.6,False,27,Works well for our team
R00688,Operations,Neutral,1.1,True,31,Works well for our team
R00689,Sales,Neutral,1.1,True,7,Works well for our team
R00690,Engineering,Neutral,7.7,False,18,
R00691,Sales,Very satisfied,2.8,True,27,
R00692,Finance,Very dissatisfied,0.4,False,12,Works well for our team
R00693,Support,Neutral,1.4,False,24,
R00694,Engineering,Satisfied,1.7,True,25,
R00695,Finance,Satisfied,7.2,True,12,Works well for our team
R00696,Engineering,Very satisfied,2.9,True,23,
R00697,Finance,Satisfied,1.6,True,15,Too slow on large files
R00698,Sales,Dissatisfied,5.4,True,9,Works well for our team
R00699,Sales,Neutral,1.7,True,28,Works well for our team
R00700,Support,Neutral,5.0,True,22,Onboarding was confusing
R00701,Operations,Satisfied,2.1,True,37,Onboarding was confusing
R00702,Sales,Dissatisfied,4.4,True,16,Love the export options
R00703,Engineering,Neutral,3.0,False,39,Works well for our team
R00704,Finance,Satisfied,2.9,False,26,
R00705,Support,Neutral,0.4,False,1,Love the export options
R00706,Sales,Dissatisfied,2.6,True,34,Love the export options
R00707,Engineering,Satisfied,2.4,True,2,Love the export options
R00708,Sales,Satisfied,5.1,False,35,Love the export options
R00709,Sales,Very satisfied,3.7,True,33,Love the export options
R00710,Engineering,Dissatisfied,2.1,True,8,Needs better reporting
R00711,Engineering,Very satisfied,0.3,False,35,Too slow on large files
R00712,Support,Very satisfied,2.7,True,31,
R00713,Finance,Very satisfied,1.4,True,5,Works well for our team
R00714,Sales,Satisfied,4.8,True,32,
R00715,Finance,Dissatisfied,2.0,True,16,Love the export options
R00716,Support,Dissatisfied,3.2,True,22,
R00717,Design,Neutral,0.8,False,37,Needs better reporting
R00718,Engineering,Satisfied,1.2,False,20,Onboarding was confusing
R00719,Sales,Dissatisfied,3.6,True,15,
R00720,Engineering,Dissatisfied,6.6,True,30,Needs better reporting
R00721,Support,Satisfied,2.2,True,5,Needs better reporting
R00722,Finance,Neutral,4.0,True,37,Too slow on large files
R00723,Engineering,Satisfied,,True,19,Onboarding was confusing
R00724,Engineering,Very satisfied,6.7,False,26,Needs better reporting
R00725,Sales,Neutral,4.7,True,29,
R00726,Support,Dissatisfied,2.7,True,22,
R00727,Sales,Very dissatisfied,4.1,False,37,Works well for our team
R00728,Sales,Dissatisfied,7.9,True,13,Love the export options
R00729,Sales,Satisfied,3.3,True,10,Needs better reporting
R00730,Engineering,Very satisfied,1.8,False,16,
R00731,Design,Very satisfied,3.4,True,27,
R00732,Support,Neutral,0.9,True,1,
R00733,Finance,Dissatisfied,0.3,True,1,
R00734,Operations,Satisfied,1.1,True,7,
R00735,Engineering,Satisfied,,True,28,
R00736,Design,Satisfied,4.5,False,2,Works well for our team
R00737,Design,Satisfied,,True,9,
R00738,Engineering,Satisfied,2.6,True,34,Too slow on large files
R00739,Engineering,Satisfied,4.0,True,2,Onboarding was confusing
R00740,Support,Satisfied,3.8,True,32,Needs better reporting
R00741,Engineering,Neutral,0.3,False,30,Needs better reporting
R00742,Operations,Satisfied,4.2,False,1,Love the export options
R00743,Engineering,Neutral,,False,37,
R00744,Sales,Dissatisfied,2.4,True,25,Onboarding was confusing
R00745,Support,Very dissatisfied,5.3,True,2,Works well for our team
R00746,Support,Neutral,4.6,False,34,
R00747,Sales,Dissatisfied,1.0,True,28,Onboarding was confusing
R00748,Engineering,Satisfied,1.3,True,22,Too slow on large files
R00749,Engineering,Neutral,1.7,True,2,
R00750,Engineering,Satisfied,1.4,True,30,Needs better reporting
R00751,Support,Dissatisfied,3.2,True,31,Love the export options
R00752,Sales,Dissatisfied,5.5,True,1,Too slow on large files
R00753,Operations,Dissatisfied,11.5,True,4,Love the export options
R00754,Design,Very dissatisfied,0.4,True,12,Works well for our team
R00755,Sales,Dissatisfied,3.7,False,22,Love the export options
R00756,Design,Satisfied,0.5,True,20,Love the export options
R00757,Support,Neutral,2.9,True,26,Needs better reporting
R00758,Engineering,Neutral,0.9,True,1,Works well for our team
R00759,Finance,Neutral,1.2,True,3,Too slow on large files
R00760,Sales,Neutral,1.5,True,25,Onboarding was confusing
R00761,Design,Very satisfied,1.1,True,19,Too slow on large files
R00762,Support,Neutral,1.6,True,6,Too slow on large files
R00763,Operations,Neutral,4.2,True,25,Works well for our team
R00764,Support,Neutral,1.1,True,35,
R00765,Finance,Satisfied,2.4,True,8,
R00766,Sales,Satisfied,2.7,True,10,Needs better reporting
R00767,Sales,Very satisfied,1.3,True,29,
R00768,Sales,Neutral,3.1,True,14,Love the export options
R00769,Sales,Satisfied,,True,23,Too slow on large files
R00770,Engineering,Satisfied,0.7,False,28,Needs better reporting
R00771,Operations,Satisfied,1.2,True,20,Works well for our team
R00772,Sales,Very dissatisfied,3.1,True,22,Love the export options
R00773,Sales,Satisfied,4.0,True,38,Too slow on large files
R00774,Finance,Very satisfied,2.0,False,26,
R00775,Operations,Neutral,1.2,True,26,
R00776,Operations,Neutral,5.1,True,17,Works well for our team
R00777,Engineering,Very satisfied,,True,14,Needs better reporting
R00778,Sales,Very satisfied,3.2,True,39,
R00779,Finance,Neutral,4.0,True,13,Works well for our team
R00780,Design,Neutral,3.7,True,30,Works well for our team
R00781,Sales,Very dissatisfied,1.5,True,15,Works well for our team
R00782,Operations,Very dissatisfied,7.9,True,12,
R00783,Finance,Neutral,1.2,False,1,Needs better reporting
R00784,Sales,Dissatisfied,3.8,False,32,Onboarding was confusing
R00785,Engineering,Very satisfied,1.6,True,36,Love the export options
R00786,Support,Dissatisfied,2.6,True,31,Too slow on large files
R00787,Operations,Neutral,1.2,True,35,Works well for our team
R00788,Operations,Satisfied,2.5,True,4,
R00789,Engineering,Very satisfied,0.9,False,4,
R00790,Operations,Neutral,5.0,True,34,Too slow on large files
R00791,Sales,Very dissatisfied,6.2,True,29,Works well for our team
R00792,Finance,Very satisfied,1.8,True,11,Needs better reporting
R00793,Sales,Neutral,0.4,True,26,Works well for our team
R00794,Design,Very satisfied,2.4,True,4,Onboarding was confusing
R00795,Engineering,Satisfied,2.6,False,34,Love the export options
R00796,Support,Very satisfied,2.5,True,20,
R00797,Support,Dissatisfied,1.3,True,22,Too slow on large files
R00798,Engineering,Satisfied,3.3,False,11,Needs better reporting
R00799,Sales,Neutral,2.8,True,23,
R00800,Design,Satisfied,1.9,False,15,Needs better reporting
R00801,Operations,Satisfied,8.0,True,3,Needs better reporting
R00802,Support,Dissatisfied,8.0,True,39,Too slow on large files
R00803,Design,Satisfied,2.4,True,16,Love the export options
R00804,Operations,Dissatisfied,4.1,True,19,Too slow on large files
R00805,Operations,Satisfied,1.7,True,32,Needs better reporting
R00806,Sales,Satisfied,1.6,True,9,Love the export options
R00807,Finance,Very satisfied,1.8,True,21,Onboarding was confusing
R00808,Operations,Satisfied,5.2,True,20,Too slow on large files
R00809,Support,Neutral,11.4,True,20,Needs better reporting
R00810,Engineering,Very satisfied,4.4,False,3,Love the export options
R00811,Support,Neutral,3.5,True,22,Needs better reporting
R00812,Engineering,Dissatisfied,9.7,True,39,Too slow on large files
R00813,Finance,Dissatisfied,1.7,False,33,Too slow on large files
R00814,Engineering,Very satisfied,1.0,True,4,Works well for our team
R00815,Design,Neutral,,False,7,Onboarding was confusing
R00816,Design,Dissatisfied,5.1,True,25,Too slow on large files
R00817,Engineering,Neutral,2.7,True,24,Needs better reporting
R00818,Sales,Neutral,4.3,True,3,Too slow on large files
R00819,Sales,Very dissatisfied,3.7,True,12,Too slow on large files
R00820,Sales,Satisfied,1.7,True,18,Needs better reporting
R00821,Sales,Neutral,0.3,True,22,Love the export options
R00822,Engineering,Dissatisfied,10.2,True,7,Onboarding was confusing
R00823,Sales,Satisfied,0.7,True,14,Onboarding was confusing
R00824,Engineering,Satisfied,6.4,False,34,Too slow on large files
R00825,Sales,Satisfied,2.1,True,30,Needs better reporting
R00826,Support,Satisfied,3.5,True,26,
R00827,Finance,Satisfied,0.6,True,34,
R00828,Engineering,Satisfied,1.3,True,21,Love the export options
R00829,Support,Neutral,3.1,True,20,Love the export options
R00830,Sales,Dissatisfied,2.9,True,11,Love the export options
R00831,Sales,Satisfied,2.5,True,14,
R00832,Operations,Satisfied,10.4,True,5,Too slow on large files
R00833,Sales,Very satisfied,3.3,False,30,Onboarding was confusing
R00834,Design,Satisfied,3.4,True,1,Needs better reporting
R00835,Operations,Neutral,4.4,False,25,Needs better reporting
R00836,Engineering,Satisfied,3.3,False,12,Needs better reporting
R00837,Engineering,Satisfied,3.4,False,14,Works well for our team
R00838,Support,Neutral,3.8,True,32,Works well for our team
R00839,Support,Neutral,1.9,False,11,
R00840,Sales,Neutral,4.3,False,16,
R00841,Engineering,Very satisfied,8.0,False,33,
R00842,Engineering,Very satisfied,4.8,True,34,
R00843,Sales,Very dissatisfied,,True,4,Too slow on large files
R00844,Operations,Satisfied,4.9,True,37,
R00845,Engineering,Very satisfied,2.4,True,37,
R00846,Sales,Very satisfied,1.5,True,11,Love the export options
R00847,Sales,Dissatisfied,3.7,True,18,Love the export options
R00848,Operations,Satisfied,3.9,True,7,Needs better reporting
R00849,Finance,Satisfied,10.3,True,28,Onboarding was confusing
R00850,Operations,Neutral,2.4,True,6,Too slow on large files
R00851,Sales,Neutral,2.3,True,23,Works well for our team
R00852,Design,Neutral,0.9,True,23,Needs better reporting
R00853,Finance,Satisfied,3.0,False,11,Works well for our team
R00854,Design,Very satisfied,1.3,True,33,
R00855,Design,Satisfied,3.5,True,5,Too slow on large files
R00856,Finance,Satisfied,3.5,False,25,Works well for our team
R00857,Operations,Neutral,5.7,False,21,Onboarding was confusing
R00858,Support,Neutral,5.6,False,29,
R00859,Finance,Satisfied,4.2,True,3,Works well for our team
R00860,Support,Satisfied,,False,15,Works well for our team
R00861,Sales,Dissatisfied,3.9,True,3,Love the export options
R00862,Engineering,Very satisfied,0.4,True,8,Needs better reporting
R00863,Sales,Satisfied,2.9,True,29,Too slow on large files
R00864,Engineering,Very dissatisfied,1.7,False,33,Love the export options
R00865,Design,Very dissatisfied,4.4,False,38,Too slow on large files
R00866,Support,Dissatisfied,,True,2,Love the export options
R00867,Engineering,Satisfied,1.8,False,5,
R00868,Engineering,Neutral,4.5,False,19,Love the export options
R00869,Operations,Neutral,5.3,True,26,Onboarding was confusing
R00870,Operations,Satisfied,2.2,True,16,
R00871,Design,Very satisfied,2.8,True,26,
R00872,Operations,Satisfied,1.1,True,15,Works well for our team
R00873,Design,Neutral,1.3,True,10,
R00874,Support,Neutral,1.5,True,6,Needs better reporting
R00875,Support,Very dissatisfied,5.2,True,18,Love the export options
R00876,Support,Satisfied,1.3,True,35,Works well for our team
R00877,Sales,Neutral,1.0,False,22,Works well for our team
R00878,Engineering,Very satisfied,0.4,True,23,
R00879,Design,Satisfied,3.3,False,30,
R00880,Sales,Very dissatisfied,2.4,True,31,Works well for our team
R00881,Support,Satisfied,3.1,False,38,Works well for our team
R00882,Engineering,Dissatisfied,2.1,True,37,
R00883,Engineering,Satisfied,8.5,True,38,Works well for our team
R00884,Operations,Dissatisfied,4.7,False,4,Too slow on large files
R00885,Operations,Dissatisfied,0.4,True,17,
R00886,Engineering,Very satisfied,2.9,True,17,Onboarding was confusing
R00887,Support,Dissatisfied,4.5,True,7,
R00888,Support,Neutral,2.8,False,20,Love the export options
R00889,Engineering,Very satisfied,2.3,True,3,Needs better reporting
R00890,Design,Satisfied,4.9,True,19,
R00891,Support,Very satisfied,2.1,True,31,Too slow on large files
R00892,Design,Very satisfied,,True,20,Onboarding was confusing
R00893,Support,Satisfied,5.1,True,8,
R00894,Sales,Satisfied,5.3,True,7,Needs better reporting
R00895,Finance,Satisfied,7.2,True,39,
R00896,Engineering,Neutral,2.2,True,24,Needs better reporting
R00897,Sales,Dissatisfied,5.4,True,21,
R00898,Support,Very satisfied,1.9,True,7,Love the export options
R00899,Operations,Satisfied,3.5,True,23,
R00900,Sales,Satisfied,5.5,False,38,Works well for our team
