reading_id,particulate_ugm3,humidity_pct,sensor_status
1063,17.21,79.1,ok
1064,7.61,56.0,ok
1065,11.63,54.4,ok
1066,9.43,64.9,ok
1067,16.19,66.3,ok
1068,9.76,46.9,ok
1069,14.4,48.9,ok
1070,17.7,51.4,ok
1071,11.45,64.8,ok
1072,9.23,50.1,ok
1073,26.49,61.1,ok
1074,7.42,48.4,ok
1075,6.67,64.1,ok
1076,14.43,62.8,ok
1077,13.34,78.1,ok
1078,11.61,78.9,ok
1079,18.2,52.2,ok
1080,5.96,73.8,ok
1081,18.26,38.7,ok
1082,8.5,72.4,ok
1083,13.75,66.6,ok
1084,16.22,45.6,ok
1085,12.22,49.9,ok
1086,10.6,66.6,ok
1087,10.18,69.1,ok
1088,31.83,59.3,ok
1089,8.59,68.9,ok
1090,13.87,55.5,ok
1091,9.73,55.8,ok
1092,10.6,63.7,ok
1093,24.83,63.7,ok
1094,8.91,48.7,ok
1095,17.63,71.1,ok
1096,9.91,67.7,ok
1097,18.75,64.6,ok
1098,9.78,60.4,ok
1099,8.9,84.3,ok
1100,6.73,63.0,ok
1101,17.57,80.4,ok
1102,8.22,58.0,ok
1103,14.65,72.5,ok
1104,15.11,67.1,ok
1105,9.76,66.2,ok
1106,8.81,55.7,ok
1107,28.64,55.5,ok
1108,24.36,46.4,ok
1109,11.83,60.3,ok
1110,14.06,29.0,ok
1111,13.56,61.9,ok
1112,10.68,91.8,ok
1113,6.98,43.2,ok
1114,18.73,63.3,ok
1115,8.0,61.5,ok
1116,21.98,45.8,ok
1117,9.96,49.8,ok
1118,9.54,43.9,ok
1119,14.44,50.8,ok
1120,12.22,36.9,ok
1121,9.57,61.3,ok
1122,16.94,62.8,ok
1123,17.67,59.3,ok
1124,4.74,66.6,ok
1125,15.57,57.3,ok
1126,15.95,53.7,ok
1127,15.48,54.6,ok
1128,15.57,66.9,ok
1129,3.26,75.6,ok
1130,15.56,71.8,degraded
1131,24.48,40.3,ok
1132,10.35,68.0,ok
1133,26.64,81.6,ok
1134,30.35,61.2,ok
1135,12.72,66.1,ok
1136,17.28,68.8,ok
1137,11.18,51.9,ok
1138,10.1,68.7,ok
1139,16.17,61.9,ok
1140,5.91,52.0,degraded
1141,14.25,66.7,ok
1142,23.34,65.2,ok
1143,10.87,56.4,ok
1144,105.27,55.3,ok
1145,45.7,66.6,ok
1146,11.14,56.0,degraded
1147,14.88,55.7,ok
1148,21.47,69.6,ok
1149,17.85,47.7,ok
1150,14.86,75.8,ok
1151,15.51,48.2,ok
1152,23.3,34.2,ok
1153,8.64,52.4,ok
1154,11.35,73.1,ok
1155,24.91,77.3,ok
1156,7.56,47.1,ok
1157,8.6,45.0,ok
1158,17.85,61.6,ok
1159,14.48,67.5,ok
1160,6.59,64.5,ok
1161,10.43,42.3,ok
1162,11.68,77.6,ok
1163,9.02,72.3,ok
1164,11.45,73.9,ok
1165,20.93,50.7,ok
1166,12.67,58.3,degraded
1167,16.75,45.3,ok
1168,11.15,41.6,ok
1169,8.16,45.7,ok
1170,6.31,55.8,ok
1171,11.5,54.0,ok
1172,10.93,58.9,ok
1173,16.16,68.6,ok
1174,26.59,59.9,ok
1175,14.46,57.9,ok
1176,10.8,58.9,ok
1177,12.76,45.4,ok
1178,13.81,57.0,ok
1179,12.97,34.0,ok
1180,13.89,44.0,ok
1181,17.62,66.3,ok
1182,11.88,53.5,ok
1183,6.16,70.8,ok
1184,6.66,71.3,ok
1185,32.37,48.5,ok
1186,13.9,52.9,ok
1187,13.76,48.7,ok
1188,7.62,49.2,ok
1189,10.98,43.3,ok
1190,10.04,80.9,ok
1191,8.41,54.7,ok
1192,27.67,66.5,ok
1193,11.89,50.1,ok
1194,10.78,63.9,ok
1195,17.03,55.0,ok
1196,8.02,68.5,ok
1197,8.19,73.7,ok
1198,9.32,56.7,ok
1199,34.5,46.0,ok
1200,5.15,43.7,ok
1201,12.98,64.6,ok
1202,12.63,49.8,degraded
1203,10.11,39.6,ok
1204,9.34,57.6,ok
1205,39.9,49.8,ok
1206,13.56,41.7,ok
1207,12.93,58.0,ok
1208,13.64,67.8,ok
1209,29.67,80.5,ok
1210,14.27,70.3,ok
1211,11.84,56.8,degraded
1212,13.24,34.2,ok
1213,11.04,49.6,ok
1214,12.5,61.6,ok
1215,30.14,54.3,ok
1216,9.54,54.9,ok
1217,20.26,57.6,ok
1218,19.03,51.8,ok
1219,14.5,59.7,ok
1220,31.4,52.6,ok
1221,16.04,57.7,ok
1222,22.85,53.9,degraded
1223,9.01,64.1,ok
1224,10.37,55.3,ok
1225,9.16,51.4,ok
1226,11.82,60.2,ok
1227,29.2,39.1,ok
1228,11.23,68.0,ok
1229,8.51,50.6,ok
1230,11.79,87.5,ok
1231,12.31,66.3,ok
1232,13.99,57.0,ok
1233,11.71,66.6,ok
1234,14.92,51.8,ok
1235,26.78,60.8,ok
1236,16.41,41.3,ok
1237,13.05,43.8,ok
1238,24.05,60.8,ok
1239,54.53,61.1,ok
1240,10.47,44.3,ok
1241,37.99,72.8,ok
1242,12.6,28.1,degraded
1243,14.37,55.6,ok
1244,9.19,57.1,ok
1245,10.01,45.3,ok
1246,9.49,65.3,ok
1247,12.7,74.7,ok
1248,12.13,84.3,ok
1249,28.92,64.0,ok
1250,14.4,67.9,ok
1251,17.4,67.1,ok
1252,31.01,53.7,ok
1253,42.69,69.2,ok
1254,12.74,59.1,ok
1255,10.91,68.0,ok
1256,24.48,46.5,ok
1257,15.95,77.1,ok
1258,21.46,56.5,ok
1259,6.33,54.8,ok
1260,10.1,51.7,ok
1261,15.35,75.8,ok
1262,26.28,56.7,ok
1263,6.17,36.9,ok
1264,20.3,52.9,ok
1265,20.23,54.3,ok
1266,14.47,50.1,ok
1267,11.95,41.3,ok
1268,13.2,54.4,ok
1269,15.77,54.8,ok
1270,31.42,83.7,ok
1271,17.48,60.4,ok
1272,9.88,59.2,ok
1273,13.81,49.3,ok
1274,21.39,76.6,ok
1275,18.83,56.7,ok
1276,14.52,59.8,ok
1277,9.62,44.0,ok
1278,13.17,66.4,ok
1279,7.44,79.6,ok
1280,8.2,65.7,ok
1281,21.75,60.5,ok
1282,18.61,52.8,ok
1283,6.7,40.5,degraded
1284,25.94,68.3,ok
1285,8.37,50.5,ok
1286,15.25,69.1,degraded
1287,18.75,69.1,ok
1288,13.69,60.0,degraded
1289,10.55,56.0,ok
1290,9.97,85.6,ok
1291,18.25,47.6,ok
1292,29.23,54.5,ok
1293,14.79,62.1,ok
1294,17.89,55.2,degraded
1295,19.28,51.5,ok
1296,6.52,61.4,degraded
1297,24.97,72.1,ok
1298,14.46,37.9,ok
1299,15.94,35.7,ok
1300,16.33,56.0,ok
1301,26.48,63.9,ok
1302,12.27,64.7,ok
1303,127.29,74.4,ok
1304,9.42,79.7,ok
1305,12.21,46.8,ok
1306,7.69,76.3,ok
1307,12.79,61.3,ok
1308,11.26,62.9,ok
1309,19.16,46.1,ok
1310,24.14,59.7,ok
1311,16.92,56.2,ok
1312,13.48,57.9,degraded
1313,8.54,47.0,ok
1314,24.7,87.0,ok
1315,15.45,61.7,ok
1316,24.99,74.0,ok
1317,24.69,44.8,ok
1318,22.34,59.5,ok
1319,11.75,68.3,ok
1320,13.7,64.9,degraded
1321,13.59,61.6,ok
1322,30.07,60.6,ok
1323,16.92,55.5,ok
1324,17.3,68.2,ok
1325,9.24,72.1,ok
1326,11.38,81.0,ok
1327,17.2,58.8,ok
1328,9.48,48.7,ok
1329,13.29,52.0,ok
1330,13.95,50.4,ok
1331,32.68,66.0,degraded
1332,5.02,60.0,ok
1333,12.24,41.6,ok
1334,19.64,40.9,ok
1335,9.11,57.4,ok
1336,11.41,76.3,ok
1337,43.06,60.7,ok
1338,11.64,67.3,ok
1339,12.76,72.2,ok
1340,18.88,66.0,ok
1341,15.14,58.8,ok
1342,10.4,52.8,degraded
1343,18.24,73.4,ok
1344,6.93,50.4,ok
1345,21.78,63.8,ok
1346,8.14,46.1,ok
1347,33.44,44.6,ok
1348,20.33,67.5,ok
1349,18.25,64.7,degraded
1350,11.15,51.4,ok
1351,15.53,54.3,ok
1352,15.99,62.4,ok
1353,20.4,65.5,ok
1354,12.44,49.6,ok
1355,42.59,72.2,ok
1356,18.93,59.7,degraded
1357,26.1,30.0,ok
1358,10.16,30.6,ok
1359,11.38,65.4,ok
1360,8.81,47.5,ok
1361,16.55,50.8,ok
1362,18.08,63.7,ok
1363,5.45,85.2,ok
1364,14.58,47.0,ok
1365,18.28,48.8,ok
1366,23.13,62.2,ok
1367,10.36,38.7,ok
1368,15.41,59.0,ok
1369,10.04,72.3,ok
1370,7.49,66.6,ok
1371,14.5,48.8,ok
1372,12.79,70.2,degraded
1373,68.78,67.8,ok
1374,19.81,54.1,ok
1375,14.14,54.5,ok
1376,13.2,67.6,ok
1377,9.9,57.9,ok
1378,9.3,56.5,ok
1379,9.51,58.6,ok
1380,14.61,60.3,ok
1381,7.5,63.5,ok
1382,13.23,41.1,ok
1383,12.68,56.0,ok
1384,27.16,71.8,ok
1385,6.32,50.6,ok
1386,7.02,57.2,ok
1387,30.12,83.9,ok
1388,10.55,59.6,ok
1389,10.32,42.4,ok
1390,7.87,40.7,ok
1391,9.05,53.1,ok
1392,6.67,41.4,ok
1393,36.15,53.6,ok
1394,21.16,54.7,ok
1395,12.82,36.1,degraded
1396,13.2,47.7,ok
1397,13.47,47.6,ok
1398,9.47,32.6,ok
1399,10.52,79.7,ok
1400,12.24,42.7,ok
1401,12.99,55.7,degraded
1402,11.76,51.0,ok
1403,13.01,58.5,degraded
1404,15.0,66.3,ok
1405,13.63,65.5,ok
1406,6.62,52.2,ok
1407,9.05,61.4,ok
1408,13.96,76.0,ok
1409,29.7,69.9,ok
1410,17.39,52.4,ok
1411,39.95,54.4,ok
1412,7.06,70.5,ok
1413,7.95,65.7,ok
1414,5.45,54.8,ok
1415,12.87,57.7,degraded
1416,13.49,48.0,ok
1417,34.47,56.2,ok
1418,15.29,45.1,ok
1419,15.01,50.8,ok
1420,14.59,54.5,ok
1421,26.62,53.0,ok
1422,9.38,65.9,ok
1423,8.05,78.0,ok
1424,16.81,48.7,degraded
1425,13.0,42.9,ok
1426,17.61,58.2,ok
1427,9.54,65.1,ok
1428,14.56,49.6,ok
1429,8.03,42.4,degraded
1430,17.28,45.6,ok
1431,16.66,44.0,ok
1432,9.26,36.5,ok
1433,21.8,52.0,ok
1434,32.29,57.4,ok
1435,9.35,37.8,ok
1436,12.53,76.3,ok
1437,19.18,59.5,ok
1438,8.85,50.4,ok
1439,11.09,52.4,ok
1440,10.99,62.4,ok
1441,18.93,65.0,ok
1442,13.29,58.4,ok
1443,18.49,62.9,degraded
1444,26.63,59.5,ok
1445,17.36,48.9,ok
1446,37.28,69.7,ok
1447,26.69,40.9,ok
1448,18.04,49.5,ok
1449,13.23,46.1,ok
1450,7.25,83.4,ok
1451,17.7,69.7,ok
1452,23.89,59.2,degraded
1453,8.13,57.8,ok
1454,18.13,53.0,ok
1455,12.22,50.8,ok
1456,7.95,53.5,ok
1457,8.87,42.9,ok
1458,3.88,63.1,ok
1459,9.89,59.9,ok
1460,6.71,34.4,ok
1461,6.21,49.0,ok
1462,14.03,54.1,ok
1463,20.77,46.4,ok
1464,7.99,78.9,ok
1465,8.0,56.1,ok
1466,30.83,58.6,ok
1467,8.55,42.6,ok
1468,4.71,50.2,ok
1469,18.23,52.8,ok
1470,11.38,57.9,ok
1471,24.79,72.1,ok
1472,16.04,61.4,ok
1473,9.55,55.8,ok
1474,13.96,72.6,ok
1475,9.18,50.9,ok
1476,26.52,67.6,ok
1477,9.06,67.9,ok
1478,17.67,50.2,ok
1479,4.3,58.0,ok
1480,11.69,54.0,ok
1481,14.71,60.1,degraded
1482,7.34,59.7,ok
1483,30.24,68.5,ok
1484,6.26,53.7,ok
1485,22.98,60.3,ok
1486,20.72,41.5,ok
1487,22.78,34.6,ok
1488,12.81,71.3,ok
1489,6.79,45.3,ok
1490,7.12,61.2,ok
1491,8.26,65.5,ok
1492,21.89,78.4,degraded
1493,15.21,77.2,ok
1494,23.34,66.9,ok
1495,5.43,55.5,degraded
1496,11.68,86.4,ok
1497,19.68,40.7,ok
1498,7.47,56.0,ok
1499,12.74,52.4,ok
1500,10.84,51.7,ok
1501,9.25,80.8,ok
1502,16.51,53.6,ok
1503,8.22,51.7,ok
1504,18.18,73.4,ok
1505,13.75,76.8,ok
1506,12.19,62.3,ok
1507,11.04,58.8,ok
1508,8.94,50.6,ok
1509,17.9,62.0,ok
1510,12.33,48.2,ok
1511,11.57,56.1,degraded
1512,12.43,55.1,ok
1513,34.69,44.2,ok
1514,31.4,66.3,ok
1515,22.29,40.8,degraded
1516,12.16,67.2,ok
1517,27.69,59.3,ok
1518,18.23,57.0,ok
1519,12.09,79.8,ok
1520,7.99,73.5,ok
1521,21.75,65.4,ok
1522,10.91,57.2,ok
1523,8.47,92.4,ok
1524,9.47,72.6,ok
1525,10.29,61.1,ok
1526,11.53,67.9,ok
1527,9.46,69.1,ok
1528,5.65,49.6,ok
1529,9.1,58.7,ok
1530,36.77,85.8,ok
1531,17.28,51.2,ok
1532,6.18,52.3,ok
1533,24.11,88.7,ok
1534,10.19,62.2,ok
1535,18.32,70.3,ok
1536,9.31,62.1,ok
1537,27.51,64.4,ok
1538,13.97,49.9,ok
1539,11.18,68.4,ok
1540,34.42,87.6,ok
1541,12.34,60.6,ok
1542,19.91,52.3,ok
1543,11.33,70.1,ok
1544,19.26,38.5,ok
1545,9.41,65.6,ok
1546,6.35,72.9,ok
1547,28.41,69.5,ok
1548,11.87,55.3,ok
1549,10.19,26.4,degraded
1550,11.87,51.9,ok
1551,7.08,55.3,ok
1552,22.47,57.9,ok
1553,6.28,68.3,ok
1554,20.99,73.3,ok
1555,11.43,79.4,ok
1556,14.89,53.9,ok
1557,21.62,57.3,ok
1558,11.6,55.2,ok
1559,6.44,42.8,ok
1560,8.77,55.8,ok
1561,20.74,58.7,degraded
1562,10.37,64.1,ok
1563,9.47,68.6,ok
1564,19.09,65.6,ok
1565,10.35,58.3,ok
1566,26.67,45.4,ok
1567,10.53,46.0,ok
1568,10.49,64.8,degraded
1569,17.63,24.8,ok
1570,7.99,71.8,ok
1571,18.65,60.2,ok
1572,179.31,48.5,ok
1573,12.71,50.7,ok
1574,12.26,54.3,ok
1575,14.37,71.2,ok
1576,18.16,58.6,ok
1577,23.98,50.3,ok
1578,16.03,59.1,ok
1579,10.08,72.9,ok
1580,70.28,50.9,ok
1581,22.63,68.7,ok
1582,20.06,71.4,ok
1583,9.66,50.8,ok
1584,14.16,48.3,ok
1585,16.1,64.7,ok
1586,15.77,40.3,ok
1587,9.3,50.8,ok
1588,13.85,42.9,ok
1589,15.16,46.8,degraded
1590,32.34,61.7,ok
1591,17.05,55.4,ok
1592,24.91,38.9,ok
1593,24.87,59.0,degraded
1594,16.41,71.4,ok
1595,16.77,53.2,ok
1596,16.4,51.2,ok
1597,18.52,53.0,ok
1598,25.74,40.5,ok
1599,10.28,40.6,ok
1600,10.36,46.0,ok
1601,23.09,49.3,ok
1602,9.92,58.4,ok
1603,13.02,42.4,ok
1604,13.16,59.4,ok
1605,8.83,79.8,ok
1606,16.99,59.7,ok
1607,9.12,54.0,degraded
1608,13.96,72.3,ok
1609,14.04,38.0,degraded
1610,14.37,35.0,ok
1611,28.16,78.4,ok
1612,11.55,46.8,ok
1613,14.88,40.2,ok
1614,10.87,63.4,ok
1615,18.26,50.1,ok
1616,13.91,57.3,ok
1617,14.3,79.8,ok
1618,8.87,50.7,ok
1619,14.97,55.1,ok
1620,14.3,53.8,ok
1621,13.61,51.8,ok
1622,14.01,71.8,ok
1623,16.15,62.7,ok
1624,8.16,67.5,ok
1625,52.22,57.5,ok
1626,16.96,50.0,ok
1627,7.45,57.0,ok
1628,59.84,53.9,ok
1629,7.16,49.4,ok
1630,10.85,79.4,ok
1631,46.06,64.1,degraded
1632,12.84,59.9,ok
1633,20.18,45.3,ok
1634,18.24,53.6,ok
1635,12.31,42.3,ok
1636,18.07,64.1,ok
1637,11.33,73.6,ok
1638,12.5,65.9,ok
1639,15.87,63.5,ok
1640,17.86,46.6,degraded
1641,12.67,54.0,ok
1642,9.72,45.3,ok
1643,19.65,75.8,ok
1644,8.62,58.2,ok
1645,16.0,68.0,ok
1646,14.06,42.2,ok
1647,11.84,48.7,ok
1648,25.96,55.5,ok
1649,26.77,57.0,ok
1650,18.19,74.8,ok
1651,22.57,58.7,ok
1652,27.26,64.3,degraded
1653,8.58,51.1,ok
1654,44.24,58.5,ok
1655,7.08,41.7,ok
1656,19.39,59.1,ok
1657,5.67,43.3,ok
1658,52.39,42.3,degraded
1659,15.41,64.6,ok
1660,11.11,64.4,ok
1661,11.66,76.0,ok
1662,25.07,55.9,ok
1663,12.87,81.9,ok
1664,18.54,71.0,ok
1665,55.56,72.1,ok
1666,11.02,44.7,ok
1667,10.47,69.7,ok
1668,19.06,55.6,ok
1669,11.49,45.7,ok
1670,12.99,59.1,ok
1671,9.06,38.7,ok
1672,9.01,68.3,ok
1673,15.57,62.1,ok
1674,11.84,72.3,degraded
1675,18.96,68.6,ok
1676,15.4,58.3,ok
1677,16.94,60.4,ok
1678,15.25,41.9,ok
1679,8.98,50.5,ok
1680,9.31,79.3,ok
1681,30.48,32.5,ok
1682,16.08,42.6,ok
1683,15.24,67.3,ok
1684,6.5,66.9,ok
1685,12.79,70.1,ok
1686,18.87,62.0,ok
1687,8.59,66.6,ok
1688,10.57,69.2,ok
1689,9.34,56.8,ok
1690,15.26,71.0,ok
1691,22.7,39.4,ok
1692,12.33,42.4,ok
1693,3.1,72.6,degraded
1694,16.91,31.8,ok
1695,14.56,46.8,ok
1696,13.22,56.7,degraded
1697,18.52,63.7,ok
1698,9.27,40.0,ok
1699,14.86,74.1,ok
1700,12.32,40.3,ok
1701,13.79,62.2,degraded
1702,19.74,53.9,ok
1703,19.7,50.6,ok
1704,13.45,58.8,ok
1705,16.12,41.4,ok
1706,11.9,59.3,ok
1707,14.97,52.6,ok
1708,8.43,63.3,ok
1709,13.92,55.8,ok
1710,16.73,47.8,ok
1711,2.33,57.2,ok
1712,16.79,73.6,ok
1713,25.91,69.1,degraded
1714,35.25,63.0,ok
1715,13.06,50.1,degraded
1716,16.81,46.4,ok
1717,9.2,65.9,ok
1718,9.4,65.3,ok
1719,29.3,69.5,ok
1720,16.81,82.0,ok
1721,7.53,50.4,ok
1722,10.58,58.2,ok
1723,10.98,49.8,ok
1724,21.3,60.8,ok
1725,12.66,61.0,ok
1726,7.71,54.5,ok
1727,24.19,53.7,ok
1728,7.99,77.5,ok
1729,11.63,64.7,ok
1730,19.0,57.3,ok
1731,13.95,39.9,degraded
1732,14.26,57.4,ok
1733,4.64,50.9,ok
1734,19.64,51.2,ok
1735,17.31,53.1,ok
1736,66.21,60.3,ok
1737,16.98,76.1,ok
1738,11.82,57.9,ok
1739,12.03,81.6,ok
1740,6.73,41.1,ok
1741,7.21,60.9,degraded
1742,12.16,57.3,ok
1743,17.32,42.5,ok
1744,20.67,59.8,ok
1745,15.22,61.2,ok
1746,12.93,63.7,ok
1747,6.16,40.5,degraded
1748,13.36,64.0,ok
1749,12.44,56.8,degraded
1750,8.28,84.9,ok
1751,7.26,40.5,ok
1752,12.52,37.6,ok
1753,17.92,50.4,ok
1754,21.13,54.4,ok
1755,12.23,52.5,ok
1756,10.14,60.4,ok
1757,11.99,62.4,ok
1758,17.91,67.4,ok
1759,17.45,75.1,ok
1760,16.16,48.0,ok
1761,19.87,58.6,degraded
1762,16.53,64.6,ok
1763,12.91,48.4,ok
1764,20.59,46.7,ok
1765,7.1,43.8,ok
1766,21.66,59.0,ok
1767,10.86,32.1,ok
1768,9.76,67.1,ok
1769,10.67,42.1,ok
1770,11.76,23.6,degraded
1771,11.49,57.9,ok
1772,17.04,64.1,ok
1773,5.62,39.1,ok
1774,9.51,57.7,ok
1775,5.93,62.1,ok
1776,3.76,64.0,ok
1777,22.71,74.6,ok
1778,37.94,70.1,ok
1779,17.17,76.8,ok
1780,12.27,73.3,ok
1781,13.54,38.7,ok
1782,7.34,48.6,ok
1783,12.57,63.3,ok
1784,22.12,59.4,ok
1785,9.06,64.4,ok
1786,17.96,71.4,degraded
1787,20.54,60.5,ok
1788,20.3,61.4,ok
1789,18.01,43.4,ok
1790,18.01,36.9,degraded
1791,13.19,76.4,ok
1792,16.55,74.8,ok
1793,20.73,64.2,ok
1794,28.92,47.8,degraded
1795,17.17,73.5,ok
1796,14.65,68.0,ok
1797,13.58,61.0,ok
1798,17.72,67.7,ok
1799,12.42,60.0,ok
1800,14.45,66.0,degraded
1801,7.14,50.2,ok
1802,5.69,63.1,ok
1803,11.24,64.1,ok
1804,9.71,46.6,ok
1805,4.2,52.8,ok
1806,20.94,34.2,ok
1807,8.72,55.7,ok
1808,20.58,47.8,ok
1809,10.97,62.4,ok
1810,18.63,45.6,ok
1811,14.5,56.3,ok
1812,15.53,65.0,ok
1813,18.37,73.3,ok
1814,30.14,44.7,degraded
1815,7.26,71.5,ok
1816,14.17,59.4,ok
1817,5.01,52.6,ok
1818,11.29,75.5,ok
1819,13.17,60.7,ok
1820,5.23,52.3,ok
1821,7.48,52.3,ok
1822,11.68,57.5,ok
1823,13.72,54.1,ok
1824,21.54,66.9,ok
1825,13.44,35.9,ok
1826,27.72,64.1,ok
1827,14.71,41.0,ok
1828,7.01,66.6,ok
1829,11.09,67.1,ok
1830,15.62,77.3,ok
1831,14.51,69.1,ok
1832,15.33,49.1,ok
1833,29.04,78.6,ok
1834,18.45,45.0,ok
1835,12.74,29.1,ok
1836,9.43,46.5,ok
1837,11.13,52.3,ok
1838,17.59,81.6,ok
1839,17.55,82.2,ok
1840,13.62,59.9,ok
1841,19.88,33.5,ok
1842,18.23,52.4,ok
1843,10.42,55.7,ok
1844,22.82,71.4,ok
1845,27.63,79.7,ok
1846,17.59,48.8,ok
1847,23.52,39.6,ok
1848,14.61,48.2,ok
1849,15.04,87.0,ok
1850,18.97,58.4,ok
1851,10.9,80.6,ok
1852,13.41,68.6,ok
1853,12.56,22.5,ok
1854,10.0,20.1,ok
1855,22.42,52.6,ok
1856,17.4,63.2,ok
1857,11.32,57.7,ok
1858,18.46,68.1,ok
1859,52.83,60.4,ok
1860,9.39,64.9,ok
1861,25.24,82.4,ok
1862,10.63,54.5,ok
1863,14.08,64.7,ok
1864,5.55,65.2,ok
1865,15.67,59.3,ok
1866,9.33,64.6,ok
1867,22.15,65.5,ok
1868,9.48,68.1,ok
1869,12.17,47.0,ok
1870,10.92,50.1,ok
1871,7.86,50.2,ok
1872,17.06,72.8,degraded
1873,35.81,57.4,ok
1874,11.36,52.8,ok
1875,16.13,67.6,ok
1876,4.65,58.5,ok
1877,12.35,65.5,ok
1878,9.19,62.3,ok
1879,16.5,73.9,ok
1880,6.13,50.8,ok
1881,12.26,80.7,ok
1882,36.12,62.5,ok
1883,12.09,79.5,ok
1884,20.53,50.1,ok
1885,24.77,52.9,ok
1886,17.61,43.6,ok
1887,10.93,41.2,ok
1888,8.94,62.5,ok
1889,6.45,50.5,ok
1890,14.12,30.2,ok
1891,14.18,51.9,ok
1892,14.1,49.5,ok
1893,5.43,65.5,ok
1894,17.26,55.7,ok
1895,9.57,48.7,ok
1896,7.16,64.0,ok
1897,31.56,56.9,ok
1898,7.03,46.3,ok
1899,13.52,57.3,ok
1900,12.22,58.8,ok
1901,9.68,46.2,ok
1902,9.96,79.7,ok
1903,30.39,60.4,ok
1904,11.28,62.6,ok
1905,15.23,52.9,ok
1906,22.63,61.9,ok
1907,10.21,59.6,ok
1908,15.92,36.5,ok
1909,9.69,48.5,ok
1910,25.91,68.3,ok
1911,7.83,60.0,ok
1912,19.56,44.0,ok
1913,19.44,26.8,ok
1914,7.62,49.7,ok
1915,11.17,54.5,ok
1916,7.54,61.6,ok
1917,16.0,52.9,ok
1918,16.28,59.6,ok
1919,16.29,63.9,ok
1920,7.38,56.4,ok
1921,5.36,65.5,ok
1922,12.68,53.4,ok
1923,21.58,55.3,ok
1924,17.46,38.2,ok
1925,18.16,61.4,ok
1926,13.89,79.2,ok
1927,10.13,57.0,ok
1928,11.99,65.6,ok
1929,5.86,44.8,ok
1930,17.38,37.1,ok
1931,27.42,58.9,ok
1932,30.71,67.7,ok
1933,7.07,47.9,ok
1934,8.9,53.0,ok
1935,18.56,62.9,ok
1936,8.78,55.0,ok
1937,10.47,62.9,ok
1938,12.83,64.3,ok
1939,7.36,41.4,ok
1940,26.5,39.0,ok
1941,18.57,51.0,ok
1942,8.05,46.9,ok
1943,19.9,46.9,ok
1944,8.35,69.2,ok
1945,17.68,56.3,degraded
1946,11.86,70.9,ok
1947,10.2,60.2,ok
1948,11.6,45.0,ok
1949,10.15,46.2,ok
1950,6.86,73.9,ok
1951,11.41,49.6,degraded
1952,28.23,45.1,ok
1953,19.31,67.0,ok
1954,10.57,59.7,ok
1955,8.33,60.0,degraded
1956,18.67,77.3,ok
1957,9.39,57.6,degraded
1958,9.41,62.4,ok
1959,21.83,57.8,ok
1960,17.59,64.6,ok
1961,14.36,44.0,ok
1962,21.39,70.3,ok
1963,7.79,63.6,ok
1964,9.43,56.6,ok
1965,26.39,46.3,ok
1966,8.46,51.4,ok
1967,4.1,50.3,ok
1968,33.89,44.4,ok
1969,9.14,58.0,ok
1970,8.27,68.5,ok
1971,20.3,50.6,ok
1972,8.93,31.6,ok
1973,18.04,68.7,ok
1974,13.91,29.6,ok
1975,13.86,51.7,ok
1976,18.7,66.9,ok
1977,7.27,48.0,ok
1978,6.75,66.3,ok
1979,11.22,50.2,ok
1980,16.7,55.0,ok
1981,10.7,46.1,ok
1982,17.54,40.5,ok
1983,14.46,80.7,ok
1984,12.26,29.9,ok
1985,37.85,62.1,ok
1986,20.69,43.9,ok
1987,14.71,68.1,ok
1988,5.26,58.3,ok
1989,11.47,58.1,ok
1990,18.87,35.8,ok
1991,11.03,70.7,ok
1992,27.21,63.3,ok
1993,27.94,55.6,ok
1994,27.38,62.3,degraded
1995,11.54,67.0,ok
1996,9.18,54.2,ok
1997,10.58,78.6,ok
1998,14.04,55.0,ok
1999,8.54,71.7,ok
2000,21.32,69.1,ok
2001,9.2,64.4,ok
2002,15.35,43.1,ok
2003,15.0,35.2,ok
2004,11.88,80.6,ok
2005,20.74,50.3,ok
2006,19.58,54.6,ok
2007,9.84,52.1,ok
2008,11.65,66.3,ok
2009,9.84,69.0,ok
2010,10.26,40.9,degraded
2011,12.12,45.9,ok
2012,27.73,60.7,ok
2013,6.52,41.9,ok
2014,11.95,62.8,ok
2015,17.54,27.2,ok
2016,12.06,58.5,ok
2017,21.68,68.0,ok
2018,7.89,60.0,ok
2019,6.67,72.2,degraded
2020,7.05,84.6,degraded
2021,16.24,47.7,ok
2022,16.31,85.8,ok
2023,17.7,41.1,ok
2024,20.3,57.7,ok
2025,8.41,62.3,ok
2026,5.23,52.0,ok
2027,24.03,50.6,ok
2028,15.08,52.5,ok
2029,10.93,61.3,ok
2030,27.96,57.7,ok
2031,10.94,54.3,ok
2032,30.3,52.4,ok
2033,9.76,22.1,degraded
2034,13.17,60.4,ok
2035,20.58,39.6,ok
2036,5.67,45.3,ok
2037,10.76,56.2,ok
2038,6.27,41.7,ok
2039,10.28,56.7,ok
2040,17.48,67.2,ok
2041,14.96,61.0,ok
2042,18.91,53.4,ok
2043,27.25,50.4,ok
2044,10.53,62.5,ok
2045,9.23,64.3,ok
2046,16.44,78.2,ok
2047,20.33,64.5,ok
2048,20.02,78.4,ok
2049,13.42,82.5,degraded
2050,16.88,70.1,degraded
2051,15.45,62.0,ok
2052,12.65,48.9,ok
2053,26.02,57.2,ok
2054,9.32,70.2,ok
