Order Date,Region ,Total Revenue,unitsSold,Discount %
2024-07-13,EMEA,38621.93,877,6.2
2025-06-21,LATAM,21317.75,499,5.1
2025-05-16,EMEA,75840.56,1672,5.2
2025-07-06,APAC,67525.16,1422,6.8
2024-06-19,APAC,43883.29,864,9.0
2024-07-28,North America,72383.55,1664,3.4
2025-10-05,APAC,67153.81,1573,6.3
2024-08-14,North America,,2088,4.7
2024-12-24,North America,124919.36,3242,15.2
2024-10-24,EMEA,45868.21,891,7.2
2025-06-16,North America,140230.57,3522,6.9
2025-09-26,LATAM,23262.71,519,1.5
2024-12-13,North America,112867.51,2722,6.2
2025-04-23,LATAM,28856.44,652,7.5
2024-06-12,APAC,,1241,9.4
2025-10-08,LATAM,25612.17,501,7.9
2025-07-14,APAC,72981.94,1907,4.4
2024-08-20,EMEA,45849.46,1033,7.5
2024-09-22,North America,72705.14,1491,5.6
2025-11-04,North America,140503.6,3036,11.0
2025-01-20,North America,121720.39,3125,12.6
2025-12-27,LATAM,23305.48,493,3.0
2025-12-21,LATAM,23797.29,506,14.6
2025-11-15,LATAM,22808.45,587,5.3
2024-05-23,North America,94281.93,2320,3.2
2024-01-28,North America,57877.01,1320,7.7
2024-06-15,North America,82912.39,1801,2.4
2025-06-13,APAC,69699.43,1526,11.3
2024-10-02,LATAM,22037.49,441,5.9
2024-01-09,North America,74187.19,1870,11.0
2025-10-19,LATAM,19235.16,436,2.8
2025-11-23,EMEA,67042.18,1400,4.9
2025-10-08,EMEA,69535.69,1429,4.0
2025-04-17,LATAM,30105.57,675,3.4
2025-06-14,North America,125212.11,2795,8.8
2024-09-09,LATAM,19228.83,412,0.9
2024-02-08,North America,82713.02,1732,3.9
2024-12-08,APAC,48386.75,1199,6.8
2025-12-26,LATAM,28628.52,577,5.7
2025-07-07,APAC,67490.17,1345,10.3
2024-01-10,LATAM,19341.97,496,4.6
2025-11-14,EMEA,73841.65,1460,3.0
2024-01-18,North America,77089.64,1683,11.6
2024-12-26,EMEA,62644.17,1503,0.9
2024-11-25,EMEA,52464.1,1295,9.4
2024-09-22,APAC,36847.28,850,4.6
2025-04-10,North America,146904.05,3676,12.3
2025-08-20,EMEA,72132.51,1582,6.8
2025-10-07,North America,,3868,4.9
2024-01-14,APAC,27405.04,617,4.3
2025-06-09,LATAM,26924.21,679,1.7
2024-06-13,LATAM,22870.74,463,6.4
2024-11-22,LATAM,20209.1,429,4.9
2024-07-11,North America,95607.6,2308,12.6
2024-07-27,LATAM,16590.47,352,4.0
2025-11-13,APAC,80823.3,1662,7.7
2024-04-18,EMEA,60581.04,1287,6.4
2025-12-01,EMEA,76231.74,1560,3.6
2024-07-09,LATAM,21506.55,434,5.0
2025-10-11,North America,126369.79,2527,2.4
2025-06-30,North America,143525.22,3400,6.0
2024-05-07,EMEA,59736.21,1355,2.4
2024-11-01,North America,91509.41,2012,6.1
2024-01-09,APAC,34521.75,691,3.5
2025-03-11,North America,133451.5,3336,7.3
2025-08-23,LATAM,18143.21,369,7.1
2024-07-14,LATAM,16735.26,355,9.9
2025-10-22,EMEA,75118.14,1575,2.4
2024-12-30,EMEA,63222.61,1253,2.5
2024-07-02,North America,92588.08,2400,1.4
2025-06-14,LATAM,22636.05,445,8.5
2025-02-09,North America,109169.71,2685,4.1
2025-08-24,North America,132648.56,3044,4.2
2025-06-23,APAC,74414.34,1933,8.8
2025-05-18,EMEA,64217.57,1515,1.0
2025-09-14,EMEA,56407.51,1135,5.7
2025-01-16,LATAM,24997.11,549,4.1
2024-06-05,EMEA,49598.61,1032,2.0
2025-09-29,North America,145195.96,3776,1.9
2024-12-13,APAC,,1183,4.3
2024-05-30,LATAM,21741.08,491,7.1
2025-06-06,APAC,71333.64,1524,7.0
2025-12-01,EMEA,76231.74,1560,3.6
2024-01-28,APAC,27262.05,527,5.8
2025-01-18,North America,98074.48,1921,3.3
2024-12-08,LATAM,16160.47,364,4.4
2025-11-14,LATAM,26359.68,683,2.6
2024-01-07,EMEA,29122.0,626,7.9
2025-12-25,North America,155107.0,3806,4.0
2025-09-24,APAC,81048.1,2009,6.2
2024-12-22,North America,91088.73,2102,2.4
2025-08-24,EMEA,51853.15,1171,5.7
2024-03-02,LATAM,16302.75,377,0.9
2024-04-17,LATAM,24916.76,524,3.8
2025-08-17,EMEA,57307.87,1160,8.0
2025-06-19,APAC,70596.82,1708,6.9
2024-09-18,APAC,50909.34,1216,6.7
2025-07-12,LATAM,20104.35,402,3.8
2025-03-19,LATAM,30395.86,688,3.1
2024-02-27,North America,89093.77,2002,3.4
2024-01-28,LATAM,13852.32,361,2.5
2024-02-29,North America,91024.91,2264,3.5
2024-12-31,LATAM,24454.3,612,7.2
2024-06-20,APAC,43331.95,1083,7.3
2024-02-12,North America,81906.87,1804,12.8
2025-05-23,LATAM,28863.12,583,3.7
2024-09-08,APAC,36764.0,909,12.0
2025-06-25,LATAM,26612.96,698,10.7
2025-12-27,North America,145123.22,2884,3.6
2025-09-21,EMEA,60866.47,1281,7.0
2024-02-25,APAC,,616,8.8
2024-05-05,North America,79932.31,1688,11.7
2024-02-28,LATAM,21698.87,438,3.6
2025-05-31,North America,127676.94,3095,9.4
2024-04-29,APAC,44270.21,884,9.0
2025-10-13,North America,147381.0,3705,3.1
2024-10-18,EMEA,49092.62,1083,3.4
2025-04-29,APAC,73172.95,1648,5.3
2024-01-14,North America,60807.6,1229,4.7
2024-08-19,LATAM,20197.18,508,2.3
2025-01-23,APAC,65606.89,1393,9.4
2024-08-14,EMEA,48854.6,1100,3.2
2025-06-25,EMEA,71638.94,1406,3.3
2024-03-20,North America,94255.59,1961,5.5
2025-08-26,APAC,75822.12,1774,17.2
2025-04-11,LATAM,29553.68,760,1.5
2025-01-09,APAC,64068.45,1543,11.8
2024-08-04,EMEA,,776,4.5
2025-12-20,EMEA,69532.62,1448,1.9
2025-06-21,North America,126767.21,3019,7.6
2025-07-27,North America,118088.75,2796,7.8
2024-05-08,APAC,48798.7,1016,5.2
2024-10-11,APAC,46563.86,1056,7.6
2024-06-22,EMEA,41299.64,913,6.9
2025-11-28,LATAM,28116.4,716,5.6
2024-11-25,LATAM,21610.07,494,2.6
2025-10-09,APAC,75497.13,1517,4.4
2024-10-11,LATAM,20611.03,527,6.0
2025-07-31,LATAM,26427.4,550,3.0
2024-06-04,APAC,49493.86,1153,11.1
2024-11-17,EMEA,42091.84,961,3.2
2024-11-19,EMEA,51779.72,998,5.6
2024-09-25,APAC,44784.19,957,9.1
2025-06-26,APAC,74666.82,1777,13.1
2024-07-23,LATAM,21400.88,492,8.0
2024-01-23,North America,74693.38,1709,0.7
2025-02-01,North America,105180.79,2229,3.7
2025-03-02,EMEA,62364.84,1213,1.1
2024-01-04,EMEA,43341.82,892,7.3
2024-08-15,North America,98265.59,1996,7.6
2024-10-09,APAC,,952,3.6
2024-10-05,LATAM,15158.11,357,4.8
2025-06-15,APAC,64408.27,1340,2.3
2025-07-18,EMEA,69636.18,1340,5.1
2025-01-05,North America,104956.3,2150,1.7
2024-12-22,EMEA,49852.8,989,9.1
2024-01-25,APAC,32821.37,741,1.9
2025-03-01,APAC,59707.24,1189,8.9
2025-05-11,LATAM,23886.43,494,1.9
2024-03-29,APAC,45190.87,971,13.1
2024-07-17,LATAM,22308.89,515,2.3
2024-12-06,LATAM,23065.35,562,7.1
2025-02-24,APAC,73800.45,1462,7.6
2024-05-08,LATAM,22869.91,602,11.7
2025-04-18,EMEA,75714.04,1801,0.8
2024-09-03,EMEA,47609.83,1001,1.1
2024-07-19,EMEA,54391.6,1100,5.8
2025-04-15,LATAM,30688.13,616,11.5
2024-04-29,LATAM,21909.41,442,6.3
2025-07-02,APAC,72335.09,1463,3.0
2024-06-29,EMEA,42774.44,949,7.5
2024-09-07,North America,78735.17,1675,1.2
2024-12-15,EMEA,46511.51,1006,0.3
2025-07-14,North America,132515.7,2593,1.9
2025-09-20,North America,122450.87,2798,1.3
2024-04-20,APAC,37153.92,965,5.2
2025-03-15,APAC,63107.97,1476,8.7
2024-02-24,APAC,32428.4,731,3.0
2024-12-16,APAC,55121.87,1331,9.8
2025-02-16,LATAM,22234.15,545,4.9
2025-04-08,APAC,,1528,6.1
2024-03-15,APAC,43939.92,1078,7.8
2025-08-04,APAC,73838.64,1514,3.6
2025-09-09,North America,141464.13,3245,3.1
2024-12-10,EMEA,61782.27,1447,3.1
2025-09-08,North America,146112.39,2850,1.3
2025-01-22,LATAM,26959.8,554,12.8
2025-12-31,EMEA,83924.6,1993,3.8
2024-06-25,LATAM,21591.66,419,5.5
2024-04-15,North America,104986.9,2494,8.2
2025-08-10,EMEA,54212.72,1322,2.5
2025-09-05,North America,136488.21,2978,6.5
2025-11-23,North America,129763.69,2990,5.9
2024-06-25,EMEA,52242.81,1148,4.7
2025-03-30,EMEA,59704.29,1207,4.6
2025-01-07,EMEA,66772.28,1379,10.8
2024-12-07,LATAM,17067.87,447,6.3
2024-06-22,APAC,37539.23,875,7.1
2024-01-16,LATAM,21595.21,448,5.9
2025-10-22,APAC,79511.5,1876,1.5
2024-07-18,LATAM,20370.82,409,4.6
2025-04-09,LATAM,27940.79,676,7.1
2024-05-10,North America,100055.92,2490,11.8
2025-01-29,APAC,,1237,4.4
2025-08-23,EMEA,58823.7,1150,3.7
2024-11-12,EMEA,60012.25,1445,14.1
2025-04-18,LATAM,29579.45,738,9.9
2024-02-21,North America,88957.99,2238,2.6
2025-09-13,North America,121257.31,2601,3.3
2024-11-25,APAC,55464.7,1187,4.9
2025-11-26,APAC,79676.52,1718,1.6
2024-02-24,LATAM,16498.13,342,7.7
2025-07-04,APAC,72321.29,1804,12.1
2025-11-30,LATAM,20976.32,417,4.2
2024-05-07,LATAM,23625.3,499,7.6
2024-06-22,North America,79079.4,1845,15.6
2024-09-14,APAC,35323.45,682,8.0
2025-11-23,LATAM,22617.6,448,3.3
2025-03-30,North America,126005.38,2488,2.5
2024-10-08,North America,87960.35,1809,11.1
2025-05-17,APAC,65975.09,1584,3.3
2024-10-09,EMEA,54458.7,1325,5.4
2024-07-04,EMEA,51890.55,1199,6.8
2025-03-28,EMEA,74739.84,1472,2.6
2024-09-19,North America,86901.29,1760,3.2
2025-02-03,LATAM,29032.1,718,8.4
2024-01-02,APAC,36047.7,814,1.3
2024-03-27,LATAM,23447.38,520,2.6
2024-09-26,LATAM,21997.91,538,12.9
2025-12-09,North America,154908.74,3296,1.6
2024-09-18,LATAM,19251.85,419,4.3
2024-05-01,LATAM,22695.21,562,6.7
2025-11-26,EMEA,79992.35,1824,8.7
2025-08-18,APAC,73669.8,1602,2.6
2025-08-13,North America,142527.63,2785,6.2
2025-02-21,APAC,67944.96,1573,8.3
2024-03-22,LATAM,23603.12,586,11.3
2025-02-13,LATAM,26355.11,633,6.9
2024-05-15,LATAM,24315.56,533,13.6
2024-09-15,APAC,37244.59,874,2.6
2025-07-01,EMEA,73160.21,1487,9.0
2025-03-02,North America,118099.05,2287,4.3
2025-09-19,APAC,72443.93,1558,1.5
2025-01-15,North America,117025.33,2643,10.8
2025-08-29,EMEA,69281.42,1358,8.4
2024-09-14,LATAM,13338.16,262,4.3
2024-05-31,APAC,44034.37,1110,5.8
2024-08-10,North America,67439.79,1510,10.9
2024-03-23,North America,72883.66,1760,2.8
2024-01-26,APAC,35668.22,852,4.4
2025-06-22,North America,126633.96,2511,7.9
2024-03-05,North America,102612.88,2263,10.7
2024-02-25,LATAM,16332.22,336,8.4
2025-08-16,North America,118024.48,2562,9.1
2024-04-19,APAC,45500.25,957,8.6
2025-07-06,LATAM,22579.0,511,5.5
2025-05-25,EMEA,58430.5,1159,4.2
2024-09-30,North America,95865.81,2323,2.9
2025-10-17,LATAM,25488.71,651,1.1
2024-05-22,LATAM,23059.14,533,7.3
2024-10-14,EMEA,50298.33,1236,10.9
2024-03-16,EMEA,46014.74,885,6.8
2024-11-24,LATAM,17023.59,391,13.8
2024-02-13,LATAM,20331.38,469,1.2
2024-01-19,North America,81044.15,1804,7.2
2025-06-05,APAC,77247.54,1491,6.1
2024-04-14,LATAM,19178.24,499,0.5
2024-11-01,EMEA,53668.34,1180,7.2
2024-11-11,EMEA,56812.17,1188,1.9
2025-05-12,APAC,77062.44,1915,5.5
2024-03-12,EMEA,53327.43,1258,7.1
2024-11-04,EMEA,55335.62,1124,6.6
2024-07-13,APAC,35966.04,795,3.4
2024-12-03,LATAM,22357.81,466,7.7
2024-09-12,North America,100637.63,2221,7.6
2025-09-10,APAC,72421.38,1855,1.6
2024-08-12,APAC,48058.29,1018,5.9
2025-11-20,LATAM,26014.75,655,10.6
2025-08-02,APAC,65391.92,1530,9.8
2025-02-15,North America,115104.8,2461,2.2
2025-11-08,EMEA,54249.17,1267,2.8
2024-04-04,North America,97345.07,2117,6.8
2025-10-27,EMEA,71355.73,1425,9.9
2024-11-30,EMEA,47216.35,1236,4.4
2024-05-03,EMEA,57007.84,1378,4.0
2025-08-01,APAC,71380.77,1651,16.3
2025-03-26,APAC,73421.23,1748,3.5
2024-06-05,LATAM,20895.01,531,18.1
2025-04-25,North America,143613.1,2799,1.2
2024-12-31,EMEA,60628.47,1406,15.8
2024-10-11,EMEA,50773.79,1029,3.2
2024-10-23,LATAM,18528.55,406,5.2
2025-07-30,APAC,74184.45,1771,8.1
2024-11-14,LATAM,22526.29,576,14.3
2024-06-21,LATAM,22007.74,478,8.4
2024-03-19,APAC,41769.86,877,4.9
2024-05-13,EMEA,,1117,10.5
2024-03-28,APAC,44176.53,1058,2.5
2025-12-10,APAC,82858.07,1679,3.8
2025-12-25,LATAM,27850.67,544,11.6
2025-01-08,LATAM,25098.77,556,5.8
2024-04-03,APAC,49480.76,1019,1.8
2024-05-23,LATAM,22105.04,475,5.4
2025-01-16,APAC,62623.34,1418,5.0
2025-06-28,North America,120313.22,3036,3.8
2025-12-21,APAC,77188.09,2020,3.7
2024-05-14,APAC,47965.15,1167,8.7
2024-02-06,EMEA,58445.09,1165,2.7
2024-04-27,EMEA,42853.23,933,4.3
2025-03-22,LATAM,25577.59,548,11.1
2025-01-26,EMEA,57057.51,1262,1.8
2025-06-20,North America,145478.03,2873,9.3
2025-08-05,North America,145390.19,2823,7.5
2024-03-18,LATAM,19829.34,469,5.3
2025-08-21,EMEA,71357.67,1773,8.7
2025-05-06,EMEA,84157.47,2083,5.5
2025-09-06,EMEA,55367.15,1197,1.7
2025-07-29,LATAM,26177.31,577,12.2
2024-07-05,North America,,1984,9.1
2025-12-10,North America,149953.16,2995,6.5
2024-02-26,North America,86315.34,1758,3.8
2024-07-24,APAC,48510.86,994,5.7
2025-07-18,APAC,,1490,5.5
2024-08-04,LATAM,16749.22,405,11.0
2024-02-12,APAC,40055.9,968,5.4
2024-01-27,LATAM,14231.13,371,4.0
2024-10-07,North America,98005.03,2190,1.5
2024-04-09,APAC,48065.32,1242,3.7
2024-01-25,North America,83630.03,2048,14.3
2024-04-19,North America,97339.66,2469,11.4
2024-09-29,EMEA,35908.55,790,7.4
2025-07-25,EMEA,67485.0,1618,6.2
2025-04-01,LATAM,29946.82,688,4.8
2024-12-22,LATAM,16348.57,404,2.9
2025-08-14,North America,138731.04,3235,1.7
2025-01-30,LATAM,26036.32,501,5.4
2024-06-15,EMEA,40068.35,1043,1.9
2024-10-08,LATAM,18120.64,354,5.4
2024-02-02,APAC,37913.61,803,9.0
2024-04-24,APAC,46593.34,1009,0.8
2024-08-23,APAC,42514.55,932,5.2
2024-09-09,APAC,47233.89,939,2.7
2025-12-04,APAC,82863.28,1971,10.0
2024-10-17,North America,95907.45,2272,6.0
2024-12-04,APAC,56250.88,1463,11.4
2025-02-04,North America,126943.73,2955,1.3
2025-10-12,APAC,66915.4,1317,15.5
2025-11-05,APAC,82237.27,2132,5.4
2024-07-11,EMEA,54187.97,1059,2.4
2024-02-22,LATAM,23458.29,553,5.9
2025-07-15,LATAM,27857.69,698,2.8
2024-06-28,APAC,42277.23,1071,2.3
2025-08-26,LATAM,24374.24,517,8.4
2024-06-27,North America,91138.84,1992,9.2
2024-06-04,LATAM,24366.99,565,4.4
2024-03-02,EMEA,43173.97,917,5.6
2024-03-09,North America,66739.4,1449,11.8
2024-02-18,North America,63663.34,1292,4.1
2025-10-19,APAC,71021.8,1782,12.9
2025-11-19,EMEA,74130.96,1702,15.3
2025-07-30,LATAM,24496.55,571,10.0
2024-08-28,LATAM,19433.39,442,4.0
2025-05-26,North America,141936.84,3316,2.5
2025-01-22,North America,123436.17,2785,12.5
2024-10-16,LATAM,20061.61,438,1.2
2025-04-29,North America,143495.67,3139,4.0
2024-04-08,North America,96715.22,1971,12.8
2025-08-04,LATAM,26718.29,573,5.3
2024-08-03,EMEA,41956.52,1096,2.4
2025-08-30,LATAM,21803.55,424,3.5
2025-01-28,APAC,68568.4,1371,5.1
2025-09-15,APAC,72942.22,1628,6.2
2025-04-26,LATAM,22308.61,493,5.3
2024-07-15,APAC,45084.38,917,6.9
2024-06-09,North America,70075.17,1546,1.7
2025-02-15,APAC,55199.29,1252,5.0
2025-09-07,EMEA,57984.72,1206,2.8
2025-07-17,APAC,77769.62,1718,5.8
2024-03-10,LATAM,17831.22,397,8.1
2024-02-16,North America,88945.78,1897,4.4
2024-10-19,EMEA,36524.07,735,7.5
2025-04-04,EMEA,76253.85,1855,6.1
2024-02-04,EMEA,33467.75,772,1.9
2025-02-02,LATAM,20220.46,399,1.9
2025-06-26,EMEA,74405.65,1505,12.0
2025-01-22,APAC,65844.97,1645,3.7
2024-12-16,LATAM,23943.53,495,6.9
2024-09-23,North America,91361.55,1817,6.4
2024-09-26,EMEA,48618.56,1029,1.5
2024-09-13,EMEA,49270.39,1154,8.4
2024-11-06,APAC,49556.45,1094,10.6
2024-08-17,North America,70774.25,1471,1.7
2025-01-05,EMEA,50227.18,1244,3.9
2024-03-21,EMEA,60692.37,1496,2.3
2024-07-26,APAC,,1129,9.1
2024-07-27,APAC,32457.81,693,12.7
2024-03-09,APAC,29091.19,745,6.5
2025-11-18,LATAM,27009.14,536,10.9
2025-01-27,North America,135759.3,3293,3.3
2025-08-06,North America,141384.48,3067,4.3
2025-05-11,EMEA,68695.39,1535,7.4
2024-04-07,APAC,36973.38,739,7.5
2025-12-29,EMEA,80680.89,2026,4.8
2025-09-19,EMEA,69724.92,1732,1.6
2025-05-13,North America,144447.46,3524,13.0
2024-02-27,APAC,45637.42,1001,8.6
2025-07-27,APAC,61530.18,1432,9.0
2025-10-23,LATAM,25859.99,505,3.4
2024-10-10,LATAM,18024.29,375,5.0
2025-03-21,EMEA,73929.37,1501,4.5
2025-06-23,EMEA,71802.88,1732,6.1
2025-08-12,APAC,74758.16,1657,4.7
2024-05-02,EMEA,59524.97,1284,2.6
2025-10-21,APAC,77282.95,1546,5.2
2025-03-10,LATAM,28612.04,571,4.5
2025-05-14,North America,144798.15,3636,10.2
2025-05-31,EMEA,57695.18,1287,2.5
2024-05-06,LATAM,24727.92,599,6.8
2025-05-29,LATAM,27704.65,613,1.7
2024-10-04,North America,93089.46,1921,2.6
2024-01-15,APAC,35925.65,717,0.8
2025-03-08,EMEA,57107.95,1486,5.3
2024-10-02,EMEA,,1046,2.3
2025-09-13,LATAM,20224.47,391,1.0
2024-10-08,EMEA,49401.15,1086,3.5
2025-04-23,APAC,75003.36,1646,2.0
2025-02-03,APAC,66623.77,1677,7.1
2025-10-07,EMEA,70165.97,1565,8.4
2025-01-14,APAC,60234.3,1280,9.9
2025-07-27,LATAM,22617.48,513,7.4
2025-01-03,LATAM,23813.92,493,5.1
2024-01-01,LATAM,16963.47,400,2.6
2024-09-22,LATAM,14492.64,283,9.3
2024-02-08,EMEA,45820.02,1027,8.1
2024-12-01,EMEA,52276.28,1041,7.3
2025-09-02,APAC,73046.11,1708,3.5
2025-06-24,EMEA,74290.97,1571,3.1
2024-07-30,North America,93894.19,1915,1.0
2025-01-17,EMEA,63237.77,1401,6.5
2024-06-11,LATAM,21407.0,515,8.1
2024-06-02,North America,72601.47,1899,10.0
2024-08-27,EMEA,56088.89,1114,3.1
2024-08-13,LATAM,19647.02,485,5.2
2024-06-13,APAC,49194.64,1264,1.2
2025-12-21,North America,140165.67,3105,6.8
2025-12-07,North America,147787.88,3722,5.7
2025-02-18,APAC,66940.0,1293,1.6
2025-05-14,LATAM,29264.83,567,16.2
2025-12-22,APAC,,2213,8.8
2025-04-16,APAC,73185.6,1886,2.3
2025-11-27,LATAM,27065.62,561,11.3
2025-06-07,North America,119905.67,2448,7.0
2024-01-02,LATAM,17505.45,380,4.5
2024-08-30,EMEA,47816.86,1061,3.3
2024-05-19,LATAM,18438.88,394,3.2
2025-07-22,EMEA,79493.25,1802,9.4
2025-12-03,APAC,83754.91,1831,7.0
2024-08-05,EMEA,52670.55,1254,13.8
2025-10-10,EMEA,72456.83,1611,8.1
2025-02-26,APAC,67144.7,1464,6.2
2025-01-31,LATAM,26061.13,575,3.8
2024-02-11,LATAM,16868.18,333,8.3
2025-01-25,LATAM,22316.07,457,6.3
2024-01-26,North America,81118.44,1762,1.8
2024-05-25,EMEA,43865.11,1031,6.1
2024-10-15,EMEA,46518.12,937,4.0
2024-04-19,North America,97339.66,2469,11.4
2025-07-13,EMEA,60809.19,1300,4.9
2024-02-28,EMEA,58611.64,1373,6.1
2024-06-22,LATAM,17100.74,342,10.8
2024-02-08,APAC,39504.16,807,5.1
2024-08-08,EMEA,51847.09,1056,4.9
2024-08-19,EMEA,49284.03,1006,14.6
2024-07-13,North America,73877.57,1777,2.1
2024-12-19,LATAM,23455.28,598,3.2
2024-05-26,EMEA,44165.92,899,1.8
2025-01-06,North America,126620.19,2973,6.9
2025-12-30,North America,176990.07,3904,6.3
2024-03-24,EMEA,43676.75,919,0.8
2024-12-27,North America,113776.96,2857,12.6
2024-04-12,LATAM,24861.88,487,8.4
2024-08-31,EMEA,37917.63,873,5.5
2024-02-09,North America,83699.96,1845,6.2
2024-12-11,North America,116638.67,2634,7.7
2025-11-02,APAC,67537.17,1764,5.9
2025-01-05,LATAM,19775.8,425,6.7
2025-04-19,North America,121632.36,2401,2.5
2024-06-30,EMEA,35299.51,838,2.5
2024-03-04,North America,85697.18,2086,1.4
2025-06-07,APAC,67444.48,1333,3.2
2024-08-28,APAC,48860.32,967,9.9
2025-07-29,EMEA,67146.36,1600,6.3
2025-11-19,North America,159105.82,3527,7.3
2025-05-10,North America,132348.43,2547,11.5
2025-02-14,APAC,,1602,6.9
2025-07-21,North America,148399.46,2912,1.1
2024-03-26,LATAM,23295.74,455,3.1
2024-10-30,EMEA,54473.07,1411,5.8
2024-09-15,LATAM,12858.63,303,3.8
2025-12-13,APAC,76874.69,1648,12.1
2025-02-03,North America,130849.49,2868,5.6
2024-10-13,LATAM,15077.94,331,5.6
2024-02-24,North America,68029.61,1755,0.8
2024-11-01,APAC,47620.82,926,10.6
2024-07-30,EMEA,48344.86,1085,7.0
2025-06-01,North America,,2772,10.7
2025-04-01,APAC,69030.57,1526,6.6
2024-10-28,APAC,51066.41,991,17.0
2025-07-25,North America,,3331,1.7
2024-08-22,LATAM,18287.37,381,5.8
2025-04-07,APAC,74156.4,1505,12.9
2024-07-08,LATAM,23743.76,561,3.2
2025-07-24,EMEA,75301.67,1559,3.8
2025-04-09,EMEA,75482.55,1606,6.9
2025-07-19,APAC,64769.56,1487,5.1
2024-10-28,EMEA,53372.31,1299,1.7
2025-01-28,LATAM,26025.97,513,8.7
2025-09-10,LATAM,25478.92,619,15.1
2025-12-14,LATAM,23424.66,475,10.9
2024-04-26,EMEA,60230.43,1295,1.6
2025-04-05,EMEA,60519.56,1345,5.0
2025-02-17,LATAM,26159.15,621,15.8
2025-09-12,EMEA,68153.69,1426,7.5
2024-01-29,APAC,38533.31,966,8.9
2025-05-18,APAC,65741.75,1591,2.2
2025-05-21,North America,148277.15,3514,8.0
2024-09-03,North America,,1920,7.9
2024-10-21,APAC,51532.91,1040,9.6
2025-08-13,LATAM,26211.25,654,6.2
2025-12-12,EMEA,76132.44,1523,2.4
2025-02-08,EMEA,56533.7,1378,1.9
2025-03-05,EMEA,70568.49,1753,8.8
2025-06-02,LATAM,27849.14,590,3.7
2025-08-07,LATAM,26610.49,513,2.2
2025-06-01,EMEA,60714.57,1319,9.3
2024-02-07,North America,75000.18,1447,2.1
2025-05-19,LATAM,29772.63,768,9.5
2024-02-15,EMEA,51806.27,1016,2.5
2024-10-06,APAC,41338.6,1012,2.6
2025-04-11,EMEA,80229.34,1737,5.2
2024-04-01,LATAM,23989.38,599,0.1
2024-05-05,LATAM,17084.65,331,5.8
2025-12-23,APAC,86213.37,1781,5.4
2025-07-26,LATAM,21396.03,455,1.9
2024-03-19,North America,88458.5,1940,3.9
2025-11-20,EMEA,80274.57,1600,6.4
2024-05-07,APAC,44250.28,1025,2.0
2024-01-27,North America,64236.57,1337,4.5
2025-07-11,APAC,75762.63,1767,14.1
2025-11-09,North America,136753.25,2740,3.5
2024-01-22,North America,77389.7,1778,12.0
2025-06-06,North America,137557.9,2812,7.8
2024-11-02,EMEA,42396.65,1092,8.8
2025-04-26,EMEA,63061.63,1254,10.2
2024-06-10,EMEA,59379.09,1149,1.5
2024-06-20,LATAM,22590.16,525,8.4
2024-07-10,North America,97151.53,2475,1.7
2025-12-15,North America,163081.86,3743,1.6
2024-04-30,North America,,2426,1.1
2025-03-24,EMEA,74310.22,1530,14.2
2024-12-20,APAC,59680.64,1440,3.4
2025-10-13,EMEA,71147.97,1846,4.5
2025-07-03,LATAM,26117.71,536,1.6
2024-04-06,LATAM,15505.22,316,7.4
2025-04-17,APAC,71302.31,1501,1.2
2024-12-09,North America,107402.32,2486,2.4
2024-08-17,APAC,42954.55,1122,7.7
2025-08-31,EMEA,58426.1,1401,3.1
2025-01-24,LATAM,27522.19,618,12.2
2025-06-08,North America,,2483,16.8
2024-06-29,North America,78571.34,2057,2.5
2025-06-22,APAC,62696.44,1511,4.9
2024-07-16,LATAM,20490.11,441,6.3
2024-11-19,North America,101652.98,2245,3.5
2024-07-04,LATAM,20365.8,518,2.7
2024-02-09,EMEA,49809.26,1243,2.0
2024-01-31,EMEA,45232.88,1053,8.6
2025-01-02,LATAM,25094.43,557,2.6
2025-01-26,APAC,57231.4,1291,12.4
2024-01-01,North America,67103.83,1414,11.0
2025-06-24,APAC,74443.16,1559,2.2
2024-03-23,APAC,37002.3,789,6.7
2025-03-02,LATAM,23892.34,562,3.5
2024-06-11,APAC,50488.62,1200,12.5
2025-07-22,LATAM,24959.96,576,6.8
2025-01-22,EMEA,62416.29,1205,5.2
2024-01-04,LATAM,19904.6,472,4.6
2024-12-01,North America,87573.53,2076,7.6
2025-09-28,North America,121594.46,2544,3.8
2025-01-11,EMEA,52666.29,1386,3.3
2024-09-29,APAC,41470.51,859,12.0
2024-09-05,EMEA,54688.84,1238,2.0
2024-08-27,APAC,47191.37,1123,7.0
2025-11-05,North America,154472.93,3059,14.6
2025-05-28,APAC,75641.06,1832,0.4
2024-02-13,EMEA,47693.21,970,7.8
2024-07-10,APAC,46884.92,1203,7.8
2025-03-31,EMEA,76231.29,1966,10.8
2025-03-07,APAC,73692.66,1594,2.0
2025-07-15,APAC,68913.47,1485,3.3
2024-10-27,APAC,42497.44,953,3.9
2025-06-28,APAC,64086.34,1446,6.8
2025-02-18,EMEA,68608.76,1514,2.4
2025-08-09,APAC,65020.55,1282,2.5
2025-01-30,APAC,69981.76,1501,9.7
2025-07-20,LATAM,18533.18,426,14.0
2024-04-24,EMEA,55394.24,1341,8.3
2024-12-14,North America,90659.56,1754,4.3
2024-04-13,LATAM,19385.98,395,2.1
2025-07-06,North America,128833.36,3150,6.2
2025-07-22,APAC,74206.25,1449,4.6
2024-11-30,APAC,46341.71,1083,5.6
2024-04-30,APAC,45398.77,1182,2.2
